,Genero,Artista,Titulo,longitud_cancion,diversidad_lexica,verbos_unicos,adjetivos_unicos,sustantivos_unicos
824,reggaeton,Kevin Roldán,"Lejanía (Remix) (part. Ryan Castro, Andy Rivera, Mackie y Ben3detti)",227.0,0.6344,0.2247,0.0793,0.1982
825,reggaeton,Kevin Roldán,Bonita (part. Jhoni),243.0,0.465,0.0782,0.0494,0.0823
826,reggaeton,Kevin Roldán,Delicioso EQSEP,172.0,0.5465,0.1802,0.0756,0.1279
827,reggaeton,Kevin Roldán,Salgamos (part. Maluma Andy Rivera),115.0,0.6087,0.2174,0.0783,0.1826
828,reggaeton,Kevin Roldán,After Party (part. Bryant Myers),226.0,0.5,0.0885,0.0752,0.0841
829,reggaeton,Kevin Roldán,S.E.X.O (part. Bryant Myers),188.0,0.633,0.1809,0.0798,0.117
830,reggaeton,Kevin Roldán,Ruleta Rusa,131.0,0.5115,0.1679,0.1069,0.1756
831,reggaeton,Kevin Roldán,"Manantial (remix) (part. De La Ghetto, Mackie Feat. Lyanno, Miky Woodz y KEVVO)",427.0,0.5597,0.1756,0.0656,0.1218
832,reggaeton,Kevin Roldán,Las 12 (part. Mackie),152.0,0.5132,0.2171,0.0526,0.1447
833,reggaeton,Kevin Roldán,PPP (remix) (part. Zyon y Lennox),214.0,0.5654,0.2056,0.0561,0.1355
834,reggaeton,Kevin Roldán,Me Hace Falta (Remix),126.0,0.5397,0.2063,0.119,0.1111
835,reggaeton,Kevin Roldán,Medellín (part. Ryan Castro y Reykon),195.0,0.5641,0.1436,0.0615,0.1436
836,reggaeton,Kevin Roldán,Quien Te Va Amar Como Yo (ft. Ronald El Killa),123.0,0.7154,0.3008,0.1138,0.1545
837,reggaeton,Kevin Roldán,Nadie Como Yo,142.0,0.5423,0.1761,0.0493,0.1268
838,reggaeton,Kevin Roldán,UFFF (part. Bryant Myers),251.0,0.4741,0.1036,0.0319,0.0996
839,reggaeton,Kevin Roldán,KATERINE,159.0,0.6164,0.1698,0.0692,0.1698
840,reggaeton,Kevin Roldán,Si No Te Enamoras,168.0,0.5417,0.1964,0.0417,0.125
841,reggaeton,Kevin Roldán,Te Odio (part. Ronald el Killa),160.0,0.5438,0.1938,0.0562,0.1125
842,reggaeton,Kevin Roldán,Tu Silueta (part. Almighty),213.0,0.6291,0.1972,0.0892,0.1502
843,reggaeton,Kevin Roldán,Na Na Na,179.0,0.4637,0.1508,0.0782,0.1397
844,reggaeton,Kevin Roldán,"Noche En Medallo (part. Sharik, Ryan Castro y Totoy El Frío)",256.0,0.6445,0.1602,0.0898,0.1523
845,reggaeton,Kevin Roldán,Ruleta Rusa (remix),222.0,0.518,0.1757,0.0631,0.1486
846,reggaeton,Kevin Roldán,Te Confieso,88.0,0.5682,0.2045,0.0227,0.25
847,reggaeton,Kevin Roldán,Besándomeee,248.0,0.5444,0.1371,0.0645,0.1452
848,reggaeton,Kevin Roldán,Cali,322.0,0.4317,0.1087,0.0621,0.0994
849,reggaeton,Kevin Roldán,CARTAGENA (part. Bryant Myers),151.0,0.5497,0.1325,0.0861,0.1656
850,reggaeton,Blessd,Ziploc (Blessd Version) (part. Pirlo),267.0,0.5843,0.1685,0.1049,0.1948
851,reggaeton,Blessd,Instagram,174.0,0.4655,0.1724,0.0402,0.0977
852,reggaeton,Blessd,Ojitos Rojos (remix) (part. Ryan Castro y SOG),198.0,0.6162,0.1465,0.1414,0.1414
853,reggaeton,Blessd,"Dos Problemas (remix) (part. Big Soto, Javiielo y Neutro Shorty)",224.0,0.6027,0.2321,0.0714,0.1875
854,reggaeton,Blessd,Palabras Sobran,178.0,0.5056,0.1573,0.0562,0.1404
855,reggaeton,Blessd,EL RELOJ (part. Maluma),158.0,0.5759,0.1772,0.1013,0.1329
856,reggaeton,Blessd,Instagram (remix) (part. de La Ghetto y Darell),228.0,0.6316,0.2061,0.0965,0.1623
857,reggaeton,Blessd,Medallo (part. Justin Quiles y Lenny Tavárez),253.0,0.4111,0.0949,0.0672,0.1146
858,reggaeton,Blessd,Ojitos Rojos,156.0,0.4423,0.1218,0.0833,0.0833
859,reggaeton,Blessd,VICE (part. Pirlo),197.0,0.5838,0.1929,0.0457,0.1523
860,reggaeton,Blessd,Mi Gata (Remix) (part. Standly y El Barto),213.0,0.6667,0.1831,0.0751,0.1315
861,reggaeton,Blessd,BILLBOARD (part. Ovy On The Drums),171.0,0.5497,0.1404,0.076,0.1754
862,reggaeton,Blessd,Qué Duro,150.0,0.5467,0.16,0.12,0.1067
863,reggaeton,Blessd,Quien TV (remix) (part. Ryan Castro),177.0,0.5819,0.1582,0.1017,0.1582
864,reggaeton,Blessd,Hace Tiempo,125.0,0.632,0.256,0.088,0.16
865,reggaeton,Blessd,Imposible (remix) (part. Maluma),215.0,0.5767,0.1349,0.0884,0.1535
866,reggaeton,Blessd,Tendencia Global (part. Myke Towers y Ovy On The Drums),228.0,0.5746,0.2149,0.0833,0.1535
867,reggaeton,Blessd,Barrio Antioquia,169.0,0.7396,0.2544,0.1006,0.1953
868,reggaeton,Blessd,Una,138.0,0.558,0.1884,0.0652,0.1667
869,reggaeton,Blessd,FUMANDO (part. Ryan Castro),162.0,0.5679,0.2099,0.0679,0.1667
870,reggaeton,Blessd,Mi Niña (part. Ovy On The Drums),182.0,0.4231,0.1044,0.0879,0.1209
871,reggaeton,Blessd,Bandida (part. Philip Ariaz),164.0,0.4756,0.189,0.061,0.122
872,reggaeton,Blessd,AP,132.0,0.75,0.2197,0.0985,0.1742
873,reggaeton,Blessd,El Mensaje,110.0,0.6273,0.2091,0.1455,0.2
874,reggaeton,Blessd,Dos Problemas,136.0,0.5809,0.25,0.0735,0.1397
875,reggaeton,Blessd,Fendi &amp; Valentino (part. Dei V y Sahir),277.0,0.5921,0.1227,0.065,0.1625
876,reggaeton,Blessd,Solitario (part. Ñengo Flow),176.0,0.7045,0.2614,0.0682,0.1932
877,reggaeton,Blessd,Quien TV,154.0,0.5195,0.1429,0.0844,0.1558
878,reggaeton,Blessd,Envidia,273.0,0.8425,0.3114,0.1465,0.2381
879,reggaeton,Blessd,De Todo,124.0,0.5484,0.25,0.0565,0.1371
880,reggaeton,Anuel AA,Yeezy (part. Ñengo Flow),372.0,0.5027,0.1371,0.0672,0.1129
881,reggaeton,Anuel AA,"Sola (Remix) (part. Daddy Yankee, Wisin, Farruko, Zion y Lennox)",337.0,0.6142,0.2196,0.0772,0.1543
882,reggaeton,Anuel AA,La Última Vez (part. Bad Bunny),285.0,0.3895,0.1544,0.0526,0.0737
883,reggaeton,Anuel AA,Intocable,197.0,0.7614,0.2995,0.0711,0.2183
884,reggaeton,Anuel AA,Ayer,209.0,0.5072,0.2344,0.067,0.1531
885,reggaeton,Anuel AA,Mejor Que Yo (part. DJ Luian y Mambo Kingz) [explícita],203.0,0.5074,0.1921,0.0936,0.1281
886,reggaeton,Anuel AA,Nunca Sapo,263.0,0.6692,0.1483,0.1065,0.2205
887,reggaeton,Anuel AA,Intocable (Tiraera a Cosculluela),722.0,0.5499,0.162,0.097,0.1427
888,reggaeton,Anuel AA,Me Contagié 2,170.0,0.7471,0.2765,0.0824,0.2765
889,reggaeton,Anuel AA,23 Preguntas,259.0,0.5328,0.1737,0.0888,0.139
890,reggaeton,Anuel AA,Me Contagié (part. Kendo Kaponi),349.0,0.616,0.2436,0.1146,0.1605
891,reggaeton,Anuel AA,Más Rica Que Ayer (part. Mambo Kingz y DJ Luian),188.0,0.5638,0.1915,0.1011,0.1117
892,reggaeton,Anuel AA,Sexo Con Cristina,286.0,0.6888,0.1783,0.1049,0.2203
893,reggaeton,Anuel AA,"Baby (part. Quavo, DJ Luian y Mambo Kingz)",276.0,0.6014,0.1051,0.0616,0.0797
894,reggaeton,Anuel AA,23 (part. Cosculluela),271.0,0.6974,0.1734,0.1328,0.1661
895,reggaeton,Anuel AA,Secreto (part. KAROL G),169.0,0.3964,0.1065,0.1006,0.1183
896,reggaeton,Anuel AA,Amanece (part. Haze),164.0,0.4817,0.189,0.0793,0.1098
897,reggaeton,Anuel AA,Or Nah (Spanish remix),301.0,0.392,0.0897,0.0498,0.0797
898,reggaeton,Anuel AA,To Toto (part. Jon Z y Ele A El Dominio,269.0,0.4498,0.1078,0.0669,0.1599
899,reggaeton,Anuel AA,Tú No Lo Amas,204.0,0.5147,0.1667,0.0882,0.1471
900,reggaeton,Anuel AA,"47 (part. Ñengo Flow, Farruko, Bad Bunny, Darrel y Casper)",688.0,0.5262,0.1657,0.0785,0.1686
901,reggaeton,Anuel AA,Ella Quiere Beber (remix),194.0,0.5773,0.1753,0.0928,0.1753
902,reggaeton,Anuel AA,Esa Cruz,116.0,0.7845,0.2069,0.1552,0.25
903,reggaeton,Anuel AA,Hasta Que Dios Diga (part. Bad Bunny),262.0,0.5458,0.1298,0.0916,0.0878
904,reggaeton,Anuel AA,1942,108.0,0.8241,0.2315,0.1574,0.213
905,reggaeton,Anuel AA,Soldado y Profeta,538.0,0.7677,0.2472,0.1152,0.2565
906,reggaeton,Anuel AA,¿Qué Nos Pasó?,216.0,0.6852,0.25,0.0972,0.2083
907,reggaeton,Anuel AA,"China (part. Daddy Yankee, Karol G, Ozuna y J Balvin)",291.0,0.5258,0.2027,0.0619,0.1512
908,reggaeton,Anuel AA,"Esclava (remix) (part. Bryant Myers, Anonimus y Almighty) [explícita]",300.0,0.7333,0.2233,0.1067,0.2233
909,reggaeton,Anuel AA,"Ayer 2 (part. J Balvin, Cosculluela y Nicky Jam)",402.0,0.5249,0.1592,0.0647,0.1517
910,reggaeton,Daddy Yankee,Dónde Están Las Gatas (part. Nicky Jam),193.0,0.2746,0.1036,0.0207,0.0984
911,reggaeton,Daddy Yankee,"Danza Kuduro (Remix) (part. Don Omar, Lucenzo y Arcangel)",207.0,0.4831,0.1353,0.1111,0.1353
912,reggaeton,Daddy Yankee,Gasolina,180.0,0.3889,0.1222,0.0556,0.1333
913,reggaeton,Daddy Yankee,Hasta Abajo (remix) (part. Don Omar),312.0,0.5128,0.0994,0.0769,0.1667
914,reggaeton,Daddy Yankee,Somos de Calle,150.0,0.66,0.24,0.1,0.2333
915,reggaeton,Daddy Yankee,"Somos De Calle (remix) (part. Arcángel, De La Ghetto, Guelo Star, MC Ceja, Voltio, Ñejo, Chyno Nyno, Cosculluela y Baby Rasta)",547.0,0.7258,0.1792,0.1298,0.2358
916,reggaeton,Daddy Yankee,La Despedida,147.0,0.4286,0.1837,0.0272,0.1293
917,reggaeton,Daddy Yankee,Llamado de Emergencia,157.0,0.5032,0.1529,0.1019,0.1975
918,reggaeton,Daddy Yankee,Pasarela,162.0,0.3951,0.0617,0.0802,0.1543
919,reggaeton,Daddy Yankee,Los 12 Discipulos,277.0,0.769,0.2094,0.1083,0.2419
920,reggaeton,Daddy Yankee,La Quemona,450.0,0.4956,0.1956,0.0956,0.1467
921,reggaeton,Daddy Yankee,"Lo Que Pasó, Pasó",148.0,0.4122,0.1284,0.0676,0.1351
922,reggaeton,Daddy Yankee,Con Calma (part. Snow),284.0,0.4718,0.0986,0.0317,0.1056
923,reggaeton,Daddy Yankee,De Vuelta Pa' La Vuelta (part. Marc Anthony),178.0,0.6236,0.1966,0.0618,0.1798
924,reggaeton,Daddy Yankee,Si Supieras (part. Wisin y Yandel),165.0,0.5818,0.2545,0.0606,0.1818
925,reggaeton,Daddy Yankee,"Llegamos a La Disco (feat. De La Ghetto, Baby Rasta &amp; Gringo, Kendo Kaponi, Ñengo Flow, Farruko, Kyza y Arcángel)",540.0,0.7056,0.163,0.113,0.2074
926,reggaeton,Daddy Yankee,Vuelve (part. Bad Bunny),218.0,0.6697,0.2294,0.0917,0.1927
927,reggaeton,Daddy Yankee,"La, La, La, La (feat. Baby Rasta Y Gringo)",287.0,0.5192,0.1463,0.0592,0.1672
928,reggaeton,Daddy Yankee,Limbo,215.0,0.4419,0.1488,0.0512,0.1488
929,reggaeton,Daddy Yankee,Ella Me Levantó,192.0,0.3177,0.1146,0.0312,0.1042
930,reggaeton,Daddy Yankee,Me Quedo,149.0,0.3087,0.1342,0.0403,0.0872
931,reggaeton,Daddy Yankee,Dura,263.0,0.403,0.1179,0.0418,0.1483
932,reggaeton,Daddy Yankee,"Dura (remix) (part. Bad Bunny, Natti Natasha y Becky G)",308.0,0.4448,0.1266,0.039,0.1494
933,reggaeton,Daddy Yankee,La Nueva y La Ex,124.0,0.5565,0.2419,0.0645,0.1532
934,reggaeton,Daddy Yankee,No Es Culpa Mía,89.0,0.427,0.1348,0.0449,0.1124
935,reggaeton,Daddy Yankee,Yo Voy (part. Zion &amp; Lennox),140.0,0.4857,0.1786,0.0429,0.1429
936,reggaeton,Daddy Yankee,Tu Príncipe (part. Zion y Lennox),170.0,0.4529,0.1588,0.0647,0.1235
937,reggaeton,Daddy Yankee,La fuga,211.0,0.4787,0.0995,0.0474,0.1422
938,reggaeton,Daddy Yankee,Mas Fama Y Dinero,193.0,0.7098,0.2176,0.114,0.2383
939,reggaeton,Daddy Yankee,Rompe,269.0,0.4015,0.0781,0.0372,0.1115
940,reggaeton,Don Omar,Ojitos Chiquititos,199.0,0.5578,0.1457,0.1055,0.201
941,reggaeton,Don Omar,Blue Zone,294.0,0.398,0.0986,0.0782,0.0952
942,reggaeton,Don Omar,Ojitos Chiquitos,201.0,0.5672,0.1542,0.1343,0.194
943,reggaeton,Don Omar,El Señor de La Noche,121.0,0.5207,0.1653,0.0992,0.1983
944,reggaeton,Don Omar,Dutty Love (part. Natti Natasha),242.0,0.2934,0.124,0.0455,0.0785
945,reggaeton,Don Omar,Danza Kuduro (part. Lucenzo),265.0,0.2302,0.0679,0.0491,0.0604
946,reggaeton,Don Omar,Bandoleros (part. Tego Calderón),253.0,0.6522,0.2213,0.087,0.1937
947,reggaeton,Don Omar,Anda Sola,163.0,0.4294,0.0859,0.0613,0.1472
948,reggaeton,Don Omar,Dile,143.0,0.3077,0.1538,0.028,0.0909
949,reggaeton,Don Omar,Te Quiero Pa´Mi,149.0,0.5302,0.1879,0.094,0.1611
950,reggaeton,Don Omar,La vecinita tiene antojo,199.0,0.5879,0.1508,0.1005,0.1508
951,reggaeton,Don Omar,Hasta Abajo,273.0,0.4103,0.1136,0.0513,0.1612
952,reggaeton,Don Omar,Salió El Sol,409.0,0.2616,0.0489,0.0196,0.0733
953,reggaeton,Don Omar,Taboo,192.0,0.3438,0.0885,0.0365,0.0781
954,reggaeton,Don Omar,Virtual Diva,179.0,0.4749,0.1229,0.1006,0.1453
955,reggaeton,Don Omar,Dale Don Dale,197.0,0.3807,0.0914,0.0609,0.1218
956,reggaeton,Don Omar,Hooka,330.0,0.4788,0.1364,0.0576,0.103
957,reggaeton,Don Omar,Asi Hasta Abajo Soy Yo  Remix (feat Daddy Yankee),237.0,0.6287,0.1181,0.0886,0.1772
958,reggaeton,Don Omar,La Traicionera,121.0,0.4463,0.157,0.0826,0.0992
959,reggaeton,Don Omar,Conteo,161.0,0.5031,0.1739,0.0435,0.1118
960,reggaeton,Don Omar,Podemos Repetirlo (part. Chencho Corleone),165.0,0.5818,0.2121,0.0848,0.1273
961,reggaeton,Don Omar,La Batidora,176.0,0.2557,0.0568,0.0511,0.0795
962,reggaeton,Don Omar,Angelito Vuelva,184.0,0.4293,0.1902,0.0978,0.1304
963,reggaeton,Don Omar,Pobre Diabla,114.0,0.193,0.0965,0.0263,0.0789
964,reggaeton,Don Omar,Aunque Te Fuiste,166.0,0.3434,0.1687,0.0301,0.0904
965,reggaeton,Don Omar,Flow natural,350.0,0.5629,0.0829,0.0543,0.0971
966,reggaeton,Don Omar,Otra Noche,145.0,0.3034,0.1034,0.0276,0.0552
967,reggaeton,Don Omar,"El Duro Remix (feat. Kendo Kaponi, Daddy Yankee Y Baby Rasta)",302.0,0.7748,0.1921,0.1325,0.2748
968,reggaeton,Don Omar,"Danza Kuduro (remix Feat Lucenzo, Daddy Yankee &amp; Arcangel)",239.0,0.4937,0.1297,0.0921,0.1423
969,reggaeton,Don Omar,Agradecido,168.0,0.5536,0.1905,0.1012,0.2024
970,reggaeton,Arcángel,Por Amar a Ciegas,99.0,0.6061,0.1414,0.1616,0.202
971,reggaeton,Arcángel,JS4E,246.0,0.4878,0.1585,0.0854,0.122
972,reggaeton,Arcángel,La Jumpa (part. Bad Bunny) [explícita],294.0,0.7007,0.1735,0.0884,0.1735
973,reggaeton,Arcángel,Me Prefieres a Mí,130.0,0.5,0.1692,0.0769,0.1462
974,reggaeton,Arcángel,Aparentemente (part. De La Ghetto y Yaga &amp; Mackie),167.0,0.6587,0.1497,0.0659,0.1437
975,reggaeton,Arcángel,Hace Mucho Tiempo,151.0,0.5894,0.1391,0.1391,0.1921
976,reggaeton,Arcángel,Flow Cabron,151.0,0.6755,0.2252,0.0795,0.1722
977,reggaeton,Arcángel,Me Acostumbré,229.0,0.7118,0.2533,0.0786,0.2183
978,reggaeton,Arcángel,Original (part. Bad Bunny),237.0,0.4641,0.1055,0.0591,0.1097
979,reggaeton,Arcángel,Ayer Te Vi Bonita,147.0,0.4626,0.1088,0.1156,0.102
980,reggaeton,Arcángel,A Ella Le Gusta Agresivo,20.0,0.8,0.25,0.2,0.25
981,reggaeton,Arcángel,Soy una gargola,192.0,0.4948,0.1302,0.0677,0.1146
982,reggaeton,Arcángel,Contigo Quiero Amores,175.0,0.6629,0.1543,0.12,0.2286
983,reggaeton,Arcángel,Bonita,146.0,0.4521,0.1164,0.1096,0.0959
984,reggaeton,Arcángel,Flow Violento,183.0,0.6066,0.1366,0.082,0.1858
985,reggaeton,Arcángel,La Ruta (part. YOVNGCHIMI),278.0,0.5612,0.1007,0.1007,0.1259
986,reggaeton,Arcángel,Andan Diciendo,147.0,0.7007,0.2245,0.1293,0.2041
987,reggaeton,Arcángel,Sigues Con Él (part. Sech),156.0,0.5833,0.1859,0.0833,0.1346
988,reggaeton,Arcángel,Tengo Tantas Ganas de Ti,91.0,0.7363,0.2637,0.0879,0.1868
989,reggaeton,Arcángel,50 Sombras De Austin,114.0,0.6579,0.2807,0.0702,0.2105
990,reggaeton,Arcángel,"Millones (part. J. Menez, Jon Z, DJ Luian, Mambo Kingz, Bryant Myers, El Alfa y Mozart La Para)",437.0,0.6957,0.1876,0.1076,0.167
991,reggaeton,Arcángel,Sigues Con Él (remix) (part. Sech y Romeo Santos),133.0,0.7218,0.2105,0.0827,0.1955
992,reggaeton,Arcángel,Pa Que La Pases Bien,200.0,0.53,0.105,0.065,0.07
993,reggaeton,Arcángel,Mi Testimonio,226.0,0.8274,0.3186,0.146,0.2655
994,reggaeton,Arcángel,Vamos En Un Viaje,158.0,0.5443,0.1835,0.038,0.1646
995,reggaeton,Arcángel,"Nos Vamos de Shopping (remix) (part. Yaga y Mackie, J Alvarez, Jory y Farruko)",384.0,0.6562,0.1823,0.0599,0.1797
996,reggaeton,Arcángel,Agresivo,164.0,0.5915,0.1402,0.1098,0.1402
997,reggaeton,Arcángel,Po' Encima (part. Bryant Myers),264.0,0.5909,0.1174,0.0985,0.125
998,reggaeton,Arcángel,"Tussi (part. Justin Quiles, Eladio Carrion y De La Ghetto)",226.0,0.5708,0.115,0.0885,0.146
999,reggaeton,Arcángel,Favorito de Los Capos (Remix) (part. Bad Bunny y Flow Mafia),347.0,0.5331,0.1297,0.0865,0.1671
1000,reggaeton,Farruko,Delincuente (part. Anuel AA y Kendo Kaponi),354.0,0.6723,0.2712,0.1102,0.2062
1001,reggaeton,Farruko,Pepas,140.0,0.4214,0.1071,0.05,0.1
1002,reggaeton,Farruko,"No Te Enamores (remix) (part. Milly, Jay Wheeler, Nio Garcia y Amenazzy)",258.0,0.5504,0.1977,0.0698,0.1357
1003,reggaeton,Farruko,"Me Quieren Matar (part. Super Yei, Anuel AA, Kendo Kaponi, Ozuna, Cosculluela, Juanka El Problematik, Noriel y PACHO)",670.0,0.6657,0.2149,0.1149,0.203
1004,reggaeton,Farruko,"Panda (Remix) (part. Almighty, Daddy Yankee y Cosculluela)",514.0,0.5545,0.1537,0.0778,0.1556
1005,reggaeton,Farruko,Quiéreme (part. Jacob Forever),163.0,0.4785,0.1718,0.0307,0.1104
1006,reggaeton,Farruko,"Maliante HP (Remix) (part. Anuel AA, Noriel, Nio Garcia, Darkiel, Almighty Benny Benni y Bryant Myers)",420.0,0.6548,0.1786,0.0929,0.1857
1007,reggaeton,Farruko,Esta Vida (part. Marshmello),123.0,0.4309,0.1626,0.0488,0.0894
1008,reggaeton,Farruko,Cositas Que Haciamos,167.0,0.5389,0.1856,0.0659,0.1737
1009,reggaeton,Farruko,Chillax,130.0,0.7231,0.1692,0.1231,0.1538
1010,reggaeton,Farruko,Lejos de aquí,128.0,0.6406,0.25,0.0703,0.1484
1011,reggaeton,Farruko,Luz (part. Akim),233.0,0.4163,0.1416,0.073,0.1545
1012,reggaeton,Farruko,Pa' Romper La Discoteca (Remix) (part. Daddy Yankee y Yomo),323.0,0.5789,0.161,0.0774,0.1765
1013,reggaeton,Farruko,Passion Wine,364.0,0.4148,0.0577,0.0412,0.0714
1014,reggaeton,Farruko,Besas Tan Bien,134.0,0.4776,0.0672,0.1493,0.1343
1015,reggaeton,Farruko,Si Se Da (part. Myke Towers),220.0,0.6136,0.2455,0.0818,0.1273
1016,reggaeton,Farruko,Misericordia (part. Onell Diaz),109.0,0.6422,0.2661,0.0642,0.2385
1017,reggaeton,Farruko,Baby (part. Nicky Jam y Amenazzy),176.0,0.5057,0.1761,0.0625,0.1477
1018,reggaeton,Farruko,"No Hago Coro (remix) (part. Ghetto, El Alfa, Nino Freestyle, Bryant Myers, Miky Woods &amp; Secreto)",385.0,0.787,0.2,0.1221,0.226
1019,reggaeton,Farruko,Hola Beba,112.0,0.6339,0.2232,0.125,0.125
1020,reggaeton,Farruko,Hoy (remix),229.0,0.6463,0.2314,0.1004,0.1397
1021,reggaeton,Farruko,"Si Me Muero (part. Pepe Quintana, Ñengo Flow, Lary Over y Darell)",316.0,0.519,0.2184,0.0538,0.1171
1022,reggaeton,Farruko,Pierdo La Cabeza (Remix) (part. Zion &amp; Lennox y Yandel),231.0,0.5541,0.1645,0.0693,0.1039
1023,reggaeton,Farruko,Obsesionado,178.0,0.4326,0.1348,0.0393,0.1573
1024,reggaeton,Farruko,Pasa_je_ro,160.0,0.4875,0.2312,0.0438,0.125
1025,reggaeton,Farruko,"Liberace (Remix 2) (part. De La Ghetto, Bad Bunny, Bryant Myers, Darell, Noriel, Alexio La Bestia y Anuel AA)",460.0,0.7326,0.2304,0.0848,0.2065
1026,reggaeton,Farruko,Su Hija Me Gusta (feat. José Feliciano),181.0,0.5525,0.2818,0.0276,0.1436
1027,reggaeton,Farruko,Mi Forma de Ser,145.0,0.531,0.1793,0.0759,0.0759
1028,reggaeton,Farruko,El Incomprendido (part. Victor Cardenas y Dj Adoni),175.0,0.5086,0.1086,0.0857,0.12
1029,reggaeton,Farruko,"Lo Que Yo Diga (Dema Ga Ge Gi Go Gu Remix) (part. Bad Bunny, El Alfa El Jefe, Jon Z y Miky Woodz)",318.0,0.6321,0.1541,0.066,0.1667
1030,reggaeton,Wisin &amp; Yandel,Me Estas Tentando [explícita],253.0,0.4862,0.1344,0.0672,0.1818
1031,reggaeton,Wisin &amp; Yandel,"Mayor Que Yo (part. Daddy Yankee, Baby Ranks y Tony Tun Tun)",265.0,0.6415,0.166,0.0792,0.1962
1032,reggaeton,Wisin &amp; Yandel,Abusadora,163.0,0.6503,0.184,0.0859,0.1779
1033,reggaeton,Wisin &amp; Yandel,Mirala Bien,137.0,0.5839,0.1606,0.1022,0.146
1034,reggaeton,Wisin &amp; Yandel,El Telefono,169.0,0.497,0.1361,0.0828,0.1479
1035,reggaeton,Wisin &amp; Yandel,Rakata,164.0,0.5122,0.1402,0.0732,0.1707
1036,reggaeton,Wisin &amp; Yandel,Algo Me Gusta de Ti (part. Chris Brown y T-pain),174.0,0.4598,0.0575,0.0172,0.0517
1037,reggaeton,Wisin &amp; Yandel,Ahora Es,222.0,0.464,0.1081,0.0766,0.1261
1038,reggaeton,Wisin &amp; Yandel,Besos Mojados,229.0,0.5109,0.1485,0.0742,0.1572
1039,reggaeton,Wisin &amp; Yandel,Dime que te paso,234.0,0.4316,0.1709,0.0513,0.1026
1040,reggaeton,Wisin &amp; Yandel,Estoy Enamorado,175.0,0.52,0.1486,0.0686,0.1886
1041,reggaeton,Wisin &amp; Yandel,Gracias a Ti,162.0,0.5556,0.1358,0.1235,0.2037
1042,reggaeton,Wisin &amp; Yandel,Pam Pam,194.0,0.5052,0.1495,0.0876,0.0825
1043,reggaeton,Wisin &amp; Yandel,Nuestro amor se acabó,291.0,0.5911,0.1409,0.0687,0.1649
1044,reggaeton,Wisin &amp; Yandel,Besos Moja2 (part. ROSALÍA),188.0,0.6968,0.1968,0.1064,0.1915
1045,reggaeton,Wisin &amp; Yandel,Yo No Necesito Vacaciones,219.0,0.4338,0.1735,0.0411,0.1644
1046,reggaeton,Wisin &amp; Yandel,Sexy Movimiento,193.0,0.5389,0.1347,0.1295,0.1554
1047,reggaeton,Wisin &amp; Yandel,Noche de Entierro,304.0,0.5724,0.1414,0.0888,0.1513
1048,reggaeton,Wisin &amp; Yandel,Yo Te Quiero,173.0,0.6012,0.1676,0.0925,0.1618
1049,reggaeton,Wisin &amp; Yandel,Lloro por ti (ft. Enrique Iglesias),142.0,0.6268,0.2113,0.1197,0.1831
1050,reggaeton,Wisin &amp; Yandel,Pegao,227.0,0.4758,0.1278,0.0617,0.0969
1051,reggaeton,Wisin &amp; Yandel,Ganas de Ti (part. Sech),165.0,0.6061,0.2485,0.0788,0.1394
1052,reggaeton,Wisin &amp; Yandel,Nadie Como Tu,213.0,0.5164,0.1268,0.0798,0.1737
1053,reggaeton,Wisin &amp; Yandel,Aullando (part. Romeo Santos),188.0,0.6862,0.2234,0.0585,0.1649
1054,reggaeton,Wisin &amp; Yandel,MySpace (feat don omar),214.0,0.4486,0.1262,0.0701,0.1121
1055,reggaeton,Wisin &amp; Yandel,No Se Olvida,201.0,0.5672,0.209,0.0995,0.1642
1056,reggaeton,Wisin &amp; Yandel,Porque Me Tratas Así?,218.0,0.4404,0.1376,0.0459,0.1239
1057,reggaeton,Wisin &amp; Yandel,Quizás (Remix),189.0,0.5873,0.2434,0.0741,0.1799
1058,reggaeton,Wisin &amp; Yandel,BAILANDO LA TOQUE,189.0,0.5079,0.1481,0.1111,0.0582
1059,reggaeton,Wisin &amp; Yandel,El Que Te Puso A Bellaquiar,141.0,0.6738,0.1844,0.1064,0.156
1060,reggaeton,Nicky Jam,El Perdón (part. Enrique Iglesias),105.0,0.581,0.2571,0.0476,0.1524
1061,reggaeton,Nicky Jam,"Travesuras (remix) (part. De La Ghetto, J Balvin, Zion y Arcangel)",298.0,0.5134,0.1678,0.0436,0.1376
1062,reggaeton,Nicky Jam,Travesuras,153.0,0.4575,0.1765,0.0654,0.1046
1063,reggaeton,Nicky Jam,El Amante (Remix) (part. Ozuna y Bad Bunny),186.0,0.5,0.1559,0.0323,0.1075
1064,reggaeton,Nicky Jam,En La Cama (part. Daddy Yankee),195.0,0.2,0.0872,0.0205,0.0564
1065,reggaeton,Nicky Jam,Te Busco,199.0,0.7035,0.2161,0.0905,0.2111
1066,reggaeton,Nicky Jam,Hasta El Amanecer,85.0,0.6941,0.3176,0.1176,0.1529
1067,reggaeton,Nicky Jam,"La Ocasión (Remix) (part. Ozuna, De La Ghetto, Farruko, Arcangel, J Balvin, Daddy Yankee, Zion, Anuel)",458.0,0.6507,0.2271,0.0852,0.131
1068,reggaeton,Nicky Jam,69 (part. Feid) [explícita],169.0,0.6154,0.1834,0.1006,0.1657
1069,reggaeton,Nicky Jam,El Amante,122.0,0.4426,0.2049,0.0574,0.0984
